Name,URL,bars,stripes,colours,red,green,blue,yellow,white,black,orange,circles,crosses,saltires,quarters,stars,crescents,triangles,contains_image,contains_text
North Atlantic Treaty Organization,https://upload.wikimedia.org/wikipedia/commons/3/37/Flag_of_NATO.svg,0,0,2,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,1,0,0,0,0,0,0,TRUE,FLASE
