Name,URL,red,greenteal,blue,white,black,orangeyellow,purple,bars,stripes,circles,crosses,saltires,quarters,stars,crescents,triangles,contains_image,contains_text
"Durham, England",https://upload.wikimedia.org/wikipedia/commons/9/9e/Flag_of_Durham.svg,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,0,0,0,0,1,0,0,0,0,FALSE,FALSE
"Edinburgh, Scotland",https://upload.wikimedia.org/wikipedia/commons/3/37/Flag_of_Edinburgh.svg,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,TRUE,FALSE
Gibraltar,https://upload.wikimedia.org/wikipedia/commons/0/02/Flag_of_Gibraltar.svg,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,0,2,0,0,0,0,0,0,0,TRUE,FALSE
"Lincoln, England",https://upload.wikimedia.org/wikipedia/commons/9/9c/Flag_of_Lincoln.svg,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,0,0,0,0,1,0,0,0,0,FALSE,FALSE
"the City of London, England",https://upload.wikimedia.org/wikipedia/commons/c/c7/Flag_of_the_City_of_London.svg,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,0,0,0,0,1,0,0,0,0,FALSE,FALSE
"Portsmouth, England",https://upload.wikimedia.org/wikipedia/commons/5/56/City_Flag_of_Portsmouth.svg,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,0,0,0,0,0,0,1,1,0,TRUE,FALSE
"York, England",https://upload.wikimedia.org/wikipedia/commons/a/a5/Flag_of_York.svg,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,0,0,0,0,1,0,0,0,0,TRUE,FALSE
Dublin,https://upload.wikimedia.org/wikipedia/commons/8/8f/IRL_Dublin_flag.svg,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,0,0,0,0,0,2,0,0,0,TRUE,FALSE
Schaan,https://upload.wikimedia.org/wikipedia/commons/6/65/Flag_of_Schaan_Liechtenstein-1.svg,,,,,,,,3,0,0,0,0,0,0,0,0,FALSE,FALSE
Vaduz,https://upload.wikimedia.org/wikipedia/commons/4/43/Flag_of_Vaduz_Liechtenstein-1.svg,,,,,,,,3,0,0,0,0,0,0,0,0,FALSE,FALSE
Luxembourg,https://upload.wikimedia.org/wikipedia/commons/5/5d/Flag_of_Luxembourg_%28city%29.svg,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,0,0,0,0,0,0,0,0,0,TRUE,FALSE
Almere,https://upload.wikimedia.org/wikipedia/commons/f/f2/Almere_vlag.svg,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,0,0,0,0,0,4,0,0,0,TRUE,FALSE
Amsterdam,https://upload.wikimedia.org/wikipedia/commons/6/6d/Flag_of_Amsterdam.svg,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,0,3,0,0,3,0,0,0,0,FALSE,FALSE
Apeldoorn,https://upload.wikimedia.org/wikipedia/commons/7/72/Apeldoorn_vlag.svg,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,0,0,0,0,0,3,0,0,0,TRUE,FALSE
Arnhem,https://upload.wikimedia.org/wikipedia/commons/c/c8/VlagArnhem.svg,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,0,2,0,0,0,0,0,0,0,TRUE,FALSE
Breda,https://upload.wikimedia.org/wikipedia/commons/b/b3/Flag_of_Breda.svg,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,0,0,0,0,3,0,0,0,0,FALSE,FALSE
Delft,https://upload.wikimedia.org/wikipedia/commons/9/9c/Flag_of_Delft.svg,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,3,0,0,0,0,0,0,0,0,FALSE,FALSE
Dordrecht,https://upload.wikimedia.org/wikipedia/commons/8/82/Flag_of_Dordrecht.svg,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,0,3,0,0,0,0,0,0,0,FALSE,FALSE
Eindhoven,https://upload.wikimedia.org/wikipedia/commons/f/f3/Flag_of_Eindhoven.svg,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,3,5,0,0,0,0,0,0,0,FALSE,FALSE
Groningen,https://upload.wikimedia.org/wikipedia/commons/2/2e/Flag_Groningen_city.svg,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,0,3,0,0,0,0,0,0,0,FALSE,FALSE
Haarlem,https://upload.wikimedia.org/wikipedia/commons/1/14/Flag_Haarlem.svg,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,0,0,0,0,1,0,4,0,0,TRUE,FALSE
the Hague,https://upload.wikimedia.org/wikipedia/commons/c/cc/Flag_of_The_Hague_%28variant%29.svg,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,0,2,0,0,0,0,0,0,0,FALSE,FALSE
Leiden,https://upload.wikimedia.org/wikipedia/commons/8/84/Flag_of_Leiden.svg,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,0,3,0,1,0,0,0,0,0,TRUE,FALSE
Leiderdorp,https://upload.wikimedia.org/wikipedia/commons/b/b0/Leiderdorp_vlag.svg,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,0,3,0,3,0,0,0,0,0,TRUE,FALSE
Maastricht,https://upload.wikimedia.org/wikipedia/commons/d/d0/Flag_of_Maastricht.svg,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,0,0,0,0,0,0,1,0,0,FALSE,FALSE
Nijmegen,https://upload.wikimedia.org/wikipedia/commons/7/79/Flag_of_Nijmegen.svg,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,2,0,0,0,0,0,0,0,FALSE,FALSE
Rotterdam,https://upload.wikimedia.org/wikipedia/commons/1/16/Flag_of_Rotterdam.svg,,,,,,,,0,3,0,0,0,0,0,0,0,FALSE,FALSE
Schiedam,https://upload.wikimedia.org/wikipedia/commons/a/a1/Flag_of_Schiedam.svg,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,0,6,0,0,0,0,0,0,0,FALSE,FALSE
Tilburg,https://upload.wikimedia.org/wikipedia/commons/a/ae/Flag_of_Tilburg.svg,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,0,0,0,0,0,0,0,0,0,TRUE,FALSE
Utrecht (city),https://upload.wikimedia.org/wikipedia/commons/f/f4/Flag_of_Utrecht_city.svg,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,2,FALSE,FALSE
Venlo,https://upload.wikimedia.org/wikipedia/commons/b/b0/Venlo_vlag.svg,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,0,2,0,0,0,0,0,0,0,TRUE,FALSE
Former Venlo,https://upload.wikimedia.org/wikipedia/commons/7/71/Flag_of_Venlo%2C_Netherlands_%281945-2010%29%2C_de_jure.svg,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,0,2,0,0,0,0,0,0,0,FALSE,FALSE
Zwolle,https://upload.wikimedia.org/wikipedia/commons/0/0b/Flag_of_Zwolle.svg,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,0,0,0,0,1,0,0,0,0,FALSE,FALSE
Almada,https://upload.wikimedia.org/wikipedia/commons/4/4f/Pt-alm3.png,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,0,0,0,0,1,0,0,0,0,TRUE,TRUE
Amadora,https://upload.wikimedia.org/wikipedia/commons/5/58/Pt-amd1.png,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,0,0,0,0,1,0,0,0,0,TRUE,TRUE
Aveiro,https://upload.wikimedia.org/wikipedia/commons/7/78/Pt-avr1.png,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,0,0,0,0,1,0,0,1,0,TRUE,TRUE
Barreiro,https://upload.wikimedia.org/wikipedia/commons/1/1e/Pt-brr3.png,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,0,0,1,0,1,0,0,0,0,TRUE,TRUE
Beja,https://upload.wikimedia.org/wikipedia/commons/f/f1/Pt-bja1.png,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,0,0,0,0,1,0,0,0,0,TRUE,TRUE
Braga,https://upload.wikimedia.org/wikipedia/commons/4/40/Pt-brg1.png,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,0,0,0,0,3,0,0,0,0,TRUE,TRUE
Bragança,https://upload.wikimedia.org/wikipedia/commons/4/4a/Pt-bgc1.png,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,0,0,0,0,0,0,5,0,0,TRUE,TRUE
Coimbra,https://upload.wikimedia.org/wikipedia/commons/8/87/Pt-cbr1.png,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,0,0,0,0,2,0,0,0,0,TRUE,TRUE
Faro,https://upload.wikimedia.org/wikipedia/commons/4/48/Pt-far1.png,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,0,0,0,0,0,0,1,0,0,TRUE,TRUE
Funchal,https://upload.wikimedia.org/wikipedia/commons/c/c9/Pt-fnc1.png,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,0,0,0,0,0,0,0,0,0,TRUE,TRUE
Lisbon,https://upload.wikimedia.org/wikipedia/commons/1/16/Bandeira_municipal_de_Lisboa.png,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,0,0,0,0,0,0,0,0,0,TRUE,TRUE
Variant Lisbon,https://upload.wikimedia.org/wikipedia/commons/d/d5/23Flag%28diagonalGyronny8%29WN.svg,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,FALSE,FALSE
Loures,https://upload.wikimedia.org/wikipedia/commons/a/a9/Pt-lrs3.png,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,0,0,0,0,0,0,0,0,0,TRUE,TRUE
Odivelas,https://upload.wikimedia.org/wikipedia/commons/6/6e/Odivelas_bandeira-1.jpg,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,0,0,0,0,0,0,0,0,0,TRUE,TRUE
Porto,https://upload.wikimedia.org/wikipedia/commons/f/f3/Pt-prt1.png,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,0,0,0,0,0,0,0,0,0,TRUE,TRUE
Santarém,https://upload.wikimedia.org/wikipedia/commons/8/82/Pt-str1.png,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,0,0,0,0,0,0,0,0,0,TRUE,TRUE
Setúbal,https://upload.wikimedia.org/wikipedia/commons/1/12/Pt-stb1.png,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,0,0,0,0,2,0,0,0,0,TRUE,TRUE
Vila Nova de Gaia,https://upload.wikimedia.org/wikipedia/commons/5/5e/Vila_Nova_de_Gaia_flag.svg,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,0,0,0,0,0,0,0,0,0,TRUE,TRUE
Alicante,https://upload.wikimedia.org/wikipedia/commons/4/4a/Bandera_d%27Alacant.svg,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,2,0,0,0,0,0,0,0,0,TRUE,TRUE
Almería,https://upload.wikimedia.org/wikipedia/commons/4/4e/Bandera_de_Almer%C3%ADa.svg,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,0,0,0,0,1,0,0,0,0,TRUE,TRUE
Arrecife,https://upload.wikimedia.org/wikipedia/commons/8/81/Bandera_de_Arrecife.jpg,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,0,0,0,0,0,0,0,0,2,TRUE,FALSE
Avilés,https://upload.wikimedia.org/wikipedia/commons/3/39/Aviles_flag.svg,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,0,3,0,3,0,0,0,0,0,TRUE,FALSE
Badajoz,https://upload.wikimedia.org/wikipedia/commons/a/a4/Flag_of_Badajoz.svg,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,0,0,0,0,0,0,0,0,0,TRUE,TRUE
Barcelona,https://upload.wikimedia.org/wikipedia/commons/f/f8/Flag_of_Barcelona.svg,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,0,0,0,0,2,4,0,0,0,FALSE,FALSE
Bilbao,https://upload.wikimedia.org/wikipedia/commons/2/2b/Flag_of_Bilbao.svg,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,0,0,0,0,2,4,0,0,0,FALSE,FALSE
Burgos,https://upload.wikimedia.org/wikipedia/commons/7/77/Bandera_de_la_ciudad_de_Burgos_%28Espa%C3%B1a%29.svg,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,0,2,0,0,0,0,0,0,0,TRUE,FALSE
Cádiz,https://upload.wikimedia.org/wikipedia/commons/5/52/Bandera_de_C%C3%A1diz.svg,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,0,0,0,0,0,0,0,0,0,TRUE,TRUE
Cartagena,https://upload.wikimedia.org/wikipedia/commons/a/a3/Bandera_Cartagena.svg,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,0,0,0,0,0,0,0,0,0,TRUE,TRUE
Ciudad Real,https://upload.wikimedia.org/wikipedia/commons/4/47/Flag_of_Ciudad_Real.jpg,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,0,0,0,1,0,0,0,0,0,TRUE,FALSE
Córdoba,https://upload.wikimedia.org/wikipedia/commons/9/99/Flag_of_C%C3%B3rdoba%2C_Spain.svg,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,0,0,1,0,0,0,0,0,0,TRUE,FALSE
Elche,https://upload.wikimedia.org/wikipedia/commons/7/75/Flag_of_Elx.svg,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,0,9,0,0,0,3,0,0,0,TRUE,TRUE
Gijón,https://upload.wikimedia.org/wikipedia/commons/c/c4/Bandera_gijon.svg,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,0,0,0,2,0,0,0,0,0,TRUE,FALSE
Granada,https://upload.wikimedia.org/wikipedia/commons/f/f9/Bandera_de_Granada2.svg,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,2,0,0,1,0,0,0,0,0,TRUE,TRUE
Ibiza,https://upload.wikimedia.org/wikipedia/commons/0/02/Ibiza_flag.svg,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,0,9,0,0,0,0,0,0,0,TRUE,FALSE
Jaén,https://upload.wikimedia.org/wikipedia/commons/f/fa/Bandera_Ja%C3%A9n.svg,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0,0,0,1,0,0,0,0,0,TRUE,TRUE
Jerez,https://upload.wikimedia.org/wikipedia/commons/0/05/Flag_of_Jerez_de_la_Frontera.svg,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0,3,0,0,0,0,0,0,0,TRUE,FALSE
Las Palmas,https://upload.wikimedia.org/wikipedia/commons/e/e5/Banderalaspalmasgc.png,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,0,0,0,7,0,0,0,0,0,TRUE,TRUE
León,https://upload.wikimedia.org/wikipedia/commons/6/63/Bandera_de_Le%C3%B3n_%28ciudad%29.svg,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0,0,0,0,0,0,0,0,0,TRUE,FALSE
Madrid,https://upload.wikimedia.org/wikipedia/commons/d/d7/Bandera_de_la_ciudad_de_Madrid.svg,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,0,0,0,0,0,0,7,0,0,TRUE,FALSE
Málaga,https://upload.wikimedia.org/wikipedia/commons/7/7e/Flag_of_M%C3%A1laga%2C_Spain.svg,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,2,0,0,0,0,0,0,0,0,TRUE,TRUE
Murcia,https://upload.wikimedia.org/wikipedia/commons/6/6e/Flag_of_Murcia.svg,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,0,0,0,0,0,0,0,0,0,TRUE,FALSE
Oviedo,https://upload.wikimedia.org/wikipedia/commons/f/f2/Uvieu_flag.svg,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,0,0,0,1,1,0,0,0,0,TRUE,TRUE
Pamplona,https://upload.wikimedia.org/wikipedia/commons/d/d2/Bandera_Pamplona.svg,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,0,0,0,0,0,0,0,0,0,TRUE,FALSE
Salamanca,https://upload.wikimedia.org/wikipedia/commons/6/64/Bandera_de_Salamanca.svg,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,0,0,0,8,0,0,0,0,0,TRUE,FALSE
San Sebastián,https://upload.wikimedia.org/wikipedia/commons/0/0b/Bandera_de_San_Sebasti%C3%A1n.svg,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,FALSE,FALSE
Santa Cruz de Tenerife,https://upload.wikimedia.org/wikipedia/commons/8/8a/Flag_Santa_Cruz_de_Tenerife_city.svg,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,0,0,0,0,1,0,0,0,0,TRUE,FALSE
Santander,https://upload.wikimedia.org/wikipedia/commons/4/41/Santander.svg,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,0,2,0,0,0,0,0,0,0,TRUE,FALSE
Santiago de Compostela,https://upload.wikimedia.org/wikipedia/commons/6/60/Bandera_de_Santiago_de_Compostela.svg,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,0,0,1,7,1,0,1,0,0,TRUE,FALSE
Saragossa,https://upload.wikimedia.org/wikipedia/commons/c/cc/Bandera_de_Zaragoza.svg,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,0,0,0,0,0,0,0,0,0,TRUE,FALSE
Segovia,https://upload.wikimedia.org/wikipedia/commons/e/e4/Bandera_de_Segovia.svg,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,0,0,0,1,0,0,0,0,0,TRUE,FALSE
Seville,https://upload.wikimedia.org/wikipedia/commons/8/8f/Flag_of_Sevilla%2C_Spain.svg,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,0,0,0,0,0,0,0,0,0,TRUE,TRUE
Toledo,https://upload.wikimedia.org/wikipedia/commons/3/3a/Bandera_de_Toledo.svg,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,0,0,0,2,0,0,0,0,0,TRUE,FALSE
Valladolid,https://upload.wikimedia.org/wikipedia/commons/2/2e/Bandera_valladolid.svg,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,0,0,0,0,1,0,0,0,0,TRUE,FALSE
Vigo,https://upload.wikimedia.org/wikipedia/commons/a/ad/Vigo_bandera_2.png,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,0,0,0,1,0,0,0,0,4,TRUE,FALSE
Basel,https://upload.wikimedia.org/wikipedia/commons/a/a3/Flag_of_Canton_of_Basel.svg,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,TRUE,FALSE
Bern,https://upload.wikimedia.org/wikipedia/commons/3/30/Flag_of_Canton_of_Bern.svg,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,0,0,0,0,0,0,0,0,2,TRUE,FALSE
Geneva,https://upload.wikimedia.org/wikipedia/commons/8/83/Flag_of_Canton_of_Geneva.svg,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,2,0,0,0,0,0,0,0,0,TRUE,FALSE
Lausanne,https://upload.wikimedia.org/wikipedia/commons/4/45/Flag_of_Lausanne.svg,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,0,2,0,0,0,0,0,0,0,FALSE,FALSE
Zürich,https://upload.wikimedia.org/wikipedia/commons/9/9b/Flag_of_Canton_of_Z%C3%BCrich.svg,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,2,FALSE,FALSE
Belize City,https://upload.wikimedia.org/wikipedia/commons/1/11/Flag_of_Belize_City.png,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,0,3,0,0,0,0,18,0,0,TRUE,TRUE
Belmopan,https://upload.wikimedia.org/wikipedia/commons/b/b8/Flag_of_Belmopan.png,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,0,3,1,0,0,0,0,0,0,TRUE,TRUE
"Calgary, Alberta",https://upload.wikimedia.org/wikipedia/commons/f/f1/Flag_of_Calgary%2C_Alberta.svg,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,TRUE,FALSE
"Guelph, Ontario",https://upload.wikimedia.org/wikipedia/commons/3/39/Flag_of_Guelph.svg,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,0,7,0,0,0,0,0,0,0,TRUE,TRUE
"Hull, Quebec",https://upload.wikimedia.org/wikipedia/commons/2/2a/Flag_of_None.svg,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,,,,,,,,,,
"Hamilton, Ontario",https://upload.wikimedia.org/wikipedia/commons/f/f3/Flag_of_Hamilton.svg,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,3,0,0,0,0,0,0,0,0,TRUE,FALSE
"Laval, Quebec",https://upload.wikimedia.org/wikipedia/commons/e/e5/Flag_of_Laval%2C_Quebec.svg,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,0,0,0,0,0,0,0,0,0,TRUE,TRUE
"Lethbridge, Alberta",https://upload.wikimedia.org/wikipedia/commons/2/26/Flag_of_Lethbridge.svg,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,0,13,0,0,0,2,0,0,0,TRUE,TRUE
"Lévis, Quebec",https://upload.wikimedia.org/wikipedia/commons/b/b7/Flag_of_Levis.svg,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,0,0,0,0,1,0,0,0,0,FALSE,FALSE
"Montreal, Quebec",https://upload.wikimedia.org/wikipedia/commons/d/dc/Flag_of_Montreal.svg,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,0,0,0,0,1,4,0,0,0,TRUE,FALSE
"Ottawa, Ontario",https://upload.wikimedia.org/wikipedia/commons/5/5f/Flag_of_Ottawa%2C_Ontario.svg,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,0,2,0,0,0,0,0,0,0,TRUE,FALSE
"Prince George, British Columbia",https://upload.wikimedia.org/wikipedia/commons/5/5a/Flag_of_Prince_George%2C_British_Columbia.svg,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,0,4,0,0,0,0,0,0,0,TRUE,FALSE
"Quebec City, Quebec",https://upload.wikimedia.org/wikipedia/commons/3/3a/Flag_of_Quebec_City.svg,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,0,0,0,0,0,0,0,0,0,TRUE,FALSE
"Regina, Saskatchewan",https://upload.wikimedia.org/wikipedia/commons/7/7d/Flag_of_Regina.svg,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,0,2,0,0,0,0,0,0,0,TRUE,FALSE
"Saint John, New Brunswick",https://upload.wikimedia.org/wikipedia/commons/2/2a/Flag_of_None.svg,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,,,,,,,,,,
"Toronto, Ontario",https://upload.wikimedia.org/wikipedia/commons/f/f2/Flag_of_Toronto%2C_Canada.svg,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,TRUE,FALSE
"Vancouver, British Columbia",https://upload.wikimedia.org/wikipedia/commons/b/b7/Flag_of_Vancouver_%28Canada%29.svg,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,0,11,1,0,0,0,0,0,1,TRUE,FALSE
"Winnipeg, Manitoba",https://upload.wikimedia.org/wikipedia/commons/d/d2/Flag_of_Winnipeg.svg,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,0,0,1,0,0,0,13,0,2,TRUE,TRUE
Havana,https://upload.wikimedia.org/wikipedia/commons/8/8b/Flag_of_City_of_Havana.svg,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,0,0,0,0,0,0,0,0,0,TRUE,FALSE
Autlán,https://upload.wikimedia.org/wikipedia/commons/0/00/Bandera_de_Autl%C3%A1n.png,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,TRUE,FALSE
Chihuahua City,https://upload.wikimedia.org/wikipedia/commons/6/68/Flag_of_Chihuahua_City.png,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,16,2,0,0,0,0,0,0,0,TRUE,TRUE
Guadalajara,https://upload.wikimedia.org/wikipedia/commons/b/b9/Flag_of_Guadalajara%2C_Mexico.png,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,0,3,0,12,0,0,0,0,0,TRUE,FALSE
León,https://upload.wikimedia.org/wikipedia/commons/3/3d/Bandera_de_Le%C3%B3n%2C_Guanajuato.png,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,0,0,0,0,0,0,0,0,0,TRUE,TRUE
Morelia,https://upload.wikimedia.org/wikipedia/commons/1/19/Bandera_de_Morelia.jpg,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,0,2,0,0,0,0,0,0,0,TRUE,FALSE
Zapopan,https://upload.wikimedia.org/wikipedia/commons/7/7a/Bandera_de_Zapopan.png,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,2,0,0,1,0,0,0,0,0,TRUE,FALSE
the Panama City,https://upload.wikimedia.org/wikipedia/commons/3/31/Bandera_de_Ciudad_de_Panam%C3%A1.svg,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,0,0,0,0,0,0,0,0,0,TRUE,TRUE
"Chicago, Illinois",https://upload.wikimedia.org/wikipedia/commons/9/9b/Flag_of_Chicago%2C_Illinois.svg,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,0,3,0,0,0,0,4,0,0,FALSE,FALSE
"Cincinnati, Ohio",https://upload.wikimedia.org/wikipedia/commons/d/dd/Flag_of_Cincinnati%2C_Ohio.svg,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,0,7,1,1,0,0,0,0,0,TRUE,TRUE
"Cleveland, Ohio",https://upload.wikimedia.org/wikipedia/commons/3/30/Flag_of_Cleveland%2C_Ohio.svg,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,3,0,0,1,0,0,0,0,0,TRUE,TRUE
"Columbus, Ohio",https://upload.wikimedia.org/wikipedia/commons/c/c5/Flag_of_Columbus%2C_Ohio.svg,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,3,0,0,0,0,0,16,0,0,TRUE,TRUE
"Des Moines, Iowa",https://upload.wikimedia.org/wikipedia/commons/0/03/Flag_of_Des_Moines%2C_Iowa.svg,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,0,7,0,0,0,0,0,0,0,FALSE,FALSE
